ticket_id,sla_limit_hours,resolution_hours,sla_breached,first_response_minutes,uptime_impact_minutes
TKT-10574,8,0.33,0.0,112.0,105.0
TKT-10575,24,,,,0.0
TKT-10576,4,0.54,0.0,15.0,36.0
TKT-10577,72,26.31,0.0,83.0,0.0
TKT-10578,8,22.32,1.0,91.0,256.0
TKT-10579,24,17.16,0.0,103.0,0.0
TKT-10580,72,48.77,0.0,119.0,0.0
TKT-10581,8,,,,228.0
TKT-10582,72,61.57,0.0,17.0,0.0
TKT-10583,4,3.78,0.0,77.0,127.0
TKT-10584,8,3.57,0.0,6.0,44.0
TKT-10585,24,23.9,0.0,86.0,0.0
TKT-10586,8,,,,29.0
TKT-10587,72,8.93,0.0,20.0,0.0
TKT-10588,72,3.41,0.0,114.0,0.0
TKT-10589,4,0.81,0.0,39.0,251.0
TKT-10590,24,3.99,0.0,57.0,0.0
TKT-10591,8,1.3,0.0,119.0,136.0
TKT-10592,24,3.58,0.0,97.0,0.0
TKT-10593,72,58.03,0.0,16.0,0.0
TKT-10594,72,48.77,0.0,96.0,0.0
TKT-10595,72,52.9,0.0,11.0,0.0
TKT-10596,4,2.83,0.0,111.0,76.0
TKT-10597,4,1.97,0.0,106.0,289.0
TKT-10598,72,53.16,0.0,114.0,0.0
TKT-10599,8,1.14,0.0,46.0,25.0
TKT-10600,72,68.97,0.0,64.0,0.0
TKT-10601,24,17.29,0.0,51.0,0.0
TKT-10602,72,18.06,0.0,59.0,0.0
TKT-10603,72,31.26,0.0,46.0,0.0
TKT-10604,72,95.99,1.0,62.0,0.0
TKT-10605,72,1.08,0.0,84.0,0.0
TKT-10606,72,13.52,0.0,37.0,0.0
TKT-10607,24,14.17,0.0,78.0,0.0
TKT-10608,24,,,,0.0
TKT-10609,24,42.09,1.0,113.0,0.0
TKT-10610,24,2.5,0.0,26.0,0.0
TKT-10611,24,14.12,0.0,75.0,0.0
TKT-10612,8,0.68,0.0,68.0,109.0
TKT-10613,8,1.02,0.0,55.0,150.0
TKT-10614,72,38.33,0.0,64.0,0.0
TKT-10615,24,14.19,0.0,6.0,0.0
TKT-10616,72,84.2,1.0,9.0,0.0
TKT-10617,4,21.33,1.0,75.0,117.0
TKT-10618,4,1.16,0.0,34.0,15.0
TKT-10619,72,,,,0.0
TKT-10620,24,2.33,0.0,26.0,0.0
TKT-10621,72,76.39,1.0,33.0,0.0
TKT-10622,72,6.1,0.0,21.0,0.0
TKT-10623,8,4.49,0.0,56.0,57.0
TKT-10624,72,1.82,0.0,54.0,0.0
TKT-10625,8,1.85,0.0,115.0,92.0
TKT-10626,72,20.71,0.0,106.0,0.0
TKT-10627,8,,,,53.0
TKT-10628,4,1.93,0.0,117.0,185.0
TKT-10629,24,18.58,0.0,98.0,0.0
TKT-10630,24,20.31,0.0,95.0,0.0
TKT-10631,4,,,,44.0
TKT-10632,24,1.98,0.0,14.0,0.0
TKT-10633,24,16.65,0.0,38.0,0.0
TKT-10634,72,36.13,0.0,87.0,0.0
TKT-10635,72,,,,0.0
TKT-10636,72,46.53,0.0,27.0,0.0
TKT-10637,72,54.42,0.0,41.0,0.0
TKT-10638,24,22.56,0.0,6.0,0.0
TKT-10639,8,4.03,0.0,63.0,235.0
TKT-10640,72,16.73,0.0,30.0,0.0
TKT-10641,24,14.94,0.0,113.0,0.0
TKT-10642,72,113.91,1.0,68.0,0.0
TKT-10643,72,33.18,0.0,118.0,0.0
TKT-10644,24,,,,0.0
TKT-10645,72,,,,0.0
TKT-10646,72,16.12,0.0,106.0,0.0
TKT-10647,72,4.73,0.0,44.0,0.0
TKT-10648,72,2.35,0.0,74.0,0.0
TKT-10649,72,,,,0.0
TKT-10650,8,0.52,0.0,108.0,134.0
TKT-10651,4,2.3,0.0,22.0,203.0
TKT-10652,72,67.83,0.0,104.0,0.0
TKT-10653,24,4.65,0.0,83.0,0.0
TKT-10654,8,6.56,0.0,54.0,292.0
TKT-10655,24,16.81,0.0,113.0,0.0
TKT-10656,4,3.34,0.0,29.0,235.0
TKT-10657,24,,,,0.0
TKT-10658,4,6.23,1.0,96.0,254.0
TKT-10659,72,,,,0.0
TKT-10660,4,0.58,0.0,19.0,177.0
TKT-10661,24,59.51,1.0,118.0,0.0
TKT-10662,24,22.35,0.0,77.0,0.0
TKT-10663,72,65.63,0.0,29.0,0.0
TKT-10664,72,,,,0.0
TKT-10665,24,14.38,0.0,6.0,0.0
TKT-10666,24,0.8,0.0,21.0,0.0
TKT-10667,24,6.05,0.0,28.0,0.0
TKT-10668,8,5.93,0.0,99.0,191.0
TKT-10669,8,6.55,0.0,79.0,290.0
TKT-10670,72,105.35,1.0,87.0,0.0
TKT-10671,72,68.04,0.0,98.0,0.0
TKT-10672,24,33.04,1.0,43.0,0.0
TKT-10673,24,9.69,0.0,108.0,0.0
TKT-10674,8,4.44,0.0,41.0,188.0
TKT-10675,8,1.59,0.0,109.0,117.0
TKT-10676,72,41.99,0.0,19.0,0.0
TKT-10677,24,23.34,0.0,42.0,0.0
TKT-10678,8,0.57,0.0,7.0,73.0
TKT-10679,8,,,,276.0
TKT-10680,72,7.8,0.0,18.0,0.0
TKT-10681,72,28.6,0.0,55.0,0.0
TKT-10682,8,2.25,0.0,75.0,160.0
TKT-10683,72,7.37,0.0,89.0,0.0
TKT-10684,24,20.39,0.0,84.0,0.0
TKT-10685,72,118.8,1.0,106.0,0.0
TKT-10686,8,4.2,0.0,24.0,53.0
TKT-10687,24,21.31,0.0,94.0,0.0
TKT-10688,72,17.65,0.0,90.0,0.0
TKT-10689,4,1.43,0.0,43.0,181.0
TKT-10690,24,11.97,0.0,84.0,0.0
TKT-10691,72,86.3,1.0,73.0,0.0
TKT-10692,72,10.34,0.0,89.0,0.0
TKT-10693,72,7.15,0.0,35.0,0.0
TKT-10694,8,1.66,0.0,40.0,96.0
TKT-10695,4,3.75,0.0,58.0,275.0
TKT-10696,8,0.15,0.0,98.0,264.0
TKT-10697,24,12.39,0.0,70.0,0.0
TKT-10698,24,25.0,1.0,74.0,0.0
TKT-10699,24,4.48,0.0,32.0,0.0
TKT-10700,72,47.31,0.0,25.0,0.0
TKT-10701,4,0.51,0.0,53.0,133.0
TKT-10702,24,11.01,0.0,6.0,0.0
TKT-10703,8,5.71,0.0,44.0,217.0
TKT-10704,24,,,,0.0
TKT-10705,72,48.88,0.0,42.0,0.0
TKT-10706,24,1.83,0.0,93.0,0.0
TKT-10707,72,48.84,0.0,31.0,0.0
TKT-10708,4,1.65,0.0,68.0,31.0
TKT-10709,24,20.9,0.0,70.0,0.0
TKT-10710,24,1.72,0.0,105.0,0.0
TKT-10711,24,,,,0.0
TKT-10712,8,6.38,0.0,70.0,187.0
TKT-10713,72,46.79,0.0,55.0,0.0
TKT-10714,72,108.99,1.0,85.0,0.0
TKT-10715,4,1.01,0.0,16.0,13.0
TKT-10716,72,47.14,0.0,33.0,0.0
TKT-10717,72,61.76,0.0,56.0,0.0
TKT-10718,72,50.76,0.0,77.0,0.0
TKT-10719,8,5.55,0.0,80.0,142.0
TKT-10720,72,,,,0.0
TKT-10721,24,21.76,0.0,92.0,0.0
TKT-10722,8,7.53,0.0,112.0,93.0
TKT-10723,72,49.11,0.0,37.0,0.0
TKT-10724,24,7.74,0.0,35.0,0.0
TKT-10725,72,5.81,0.0,108.0,0.0
TKT-10726,8,5.21,0.0,26.0,157.0
TKT-10727,8,32.83,1.0,18.0,32.0
TKT-10728,72,27.0,0.0,113.0,0.0
TKT-10729,4,,,,283.0
TKT-10730,4,,,,186.0
TKT-10731,4,3.8,0.0,85.0,139.0
TKT-10732,8,3.28,0.0,72.0,50.0
TKT-10733,8,3.37,0.0,93.0,216.0
TKT-10734,8,4.44,0.0,87.0,45.0
TKT-10735,8,3.5,0.0,92.0,213.0
TKT-10736,24,14.1,0.0,114.0,0.0
TKT-10737,24,18.12,0.0,115.0,0.0
TKT-10738,72,63.67,0.0,38.0,0.0
TKT-10739,72,38.86,0.0,97.0,0.0
TKT-10740,24,21.98,0.0,19.0,0.0
TKT-10741,72,36.51,0.0,37.0,0.0
TKT-10742,4,2.48,0.0,33.0,180.0
TKT-10743,8,35.21,1.0,29.0,62.0
TKT-10744,24,16.0,0.0,61.0,0.0
TKT-10745,8,5.27,0.0,18.0,145.0
TKT-10746,24,5.22,0.0,103.0,0.0
TKT-10747,8,1.81,0.0,78.0,23.0
TKT-10748,72,24.03,0.0,46.0,0.0
TKT-10749,4,3.56,0.0,43.0,73.0
TKT-10750,72,8.98,0.0,95.0,0.0
TKT-10751,8,6.28,0.0,27.0,186.0
TKT-10752,24,9.77,0.0,37.0,0.0
TKT-10753,4,0.19,0.0,94.0,140.0
TKT-10754,72,60.27,0.0,65.0,0.0
TKT-10755,8,5.99,0.0,96.0,168.0
TKT-10756,72,31.52,0.0,117.0,0.0
TKT-10757,8,55.8,1.0,88.0,265.0
TKT-10758,72,67.32,0.0,112.0,0.0
TKT-10759,24,4.84,0.0,16.0,0.0
TKT-10760,72,19.81,0.0,99.0,0.0
TKT-10761,24,6.36,0.0,17.0,0.0
TKT-10762,8,,,,11.0
TKT-10763,24,10.56,0.0,81.0,0.0
TKT-10764,8,6.99,0.0,102.0,287.0
TKT-10765,8,6.11,0.0,45.0,133.0
TKT-10766,72,65.85,0.0,63.0,0.0
TKT-10767,72,59.21,0.0,104.0,0.0
TKT-10768,24,67.03,1.0,23.0,0.0
TKT-10769,72,20.02,0.0,103.0,0.0
TKT-10770,72,48.04,0.0,12.0,0.0
TKT-10771,72,40.35,0.0,19.0,0.0
TKT-10772,4,3.77,0.0,93.0,239.0
TKT-10773,72,87.83,1.0,31.0,0.0
TKT-10774,24,12.55,0.0,100.0,0.0
TKT-10775,24,16.75,0.0,63.0,0.0
TKT-10776,72,23.29,0.0,70.0,0.0
TKT-10777,24,11.21,0.0,26.0,0.0
TKT-10778,8,3.86,0.0,51.0,22.0
TKT-10779,4,20.66,1.0,115.0,291.0
TKT-10780,72,84.5,1.0,84.0,0.0
TKT-10781,24,2.38,0.0,20.0,0.0
TKT-10782,8,7.67,0.0,8.0,267.0
TKT-10783,24,1.15,0.0,40.0,0.0
TKT-10784,72,28.69,0.0,64.0,0.0
TKT-10785,8,32.83,1.0,84.0,13.0
TKT-10786,4,13.41,1.0,54.0,230.0
TKT-10787,72,101.17,1.0,47.0,0.0
TKT-10788,72,2.66,0.0,18.0,0.0
TKT-10789,72,32.99,0.0,76.0,0.0
TKT-10790,24,15.25,0.0,40.0,0.0
TKT-10791,8,7.86,0.0,76.0,166.0
TKT-10792,72,82.74,1.0,95.0,0.0
TKT-10793,72,52.38,0.0,75.0,0.0
TKT-10794,4,0.68,0.0,103.0,155.0
TKT-10795,4,1.82,0.0,59.0,55.0
TKT-10796,24,,,,0.0
TKT-10797,72,30.13,0.0,74.0,0.0
TKT-10798,8,,,,154.0
TKT-10799,8,3.3,0.0,78.0,189.0
TKT-10800,24,22.75,0.0,8.0,0.0
TKT-10801,8,12.05,1.0,9.0,178.0
TKT-10802,8,0.64,0.0,91.0,208.0
TKT-10803,24,1.52,0.0,98.0,0.0
TKT-10804,24,13.9,0.0,96.0,0.0
TKT-10805,8,,,,143.0
TKT-10806,24,0.72,0.0,106.0,0.0
TKT-10807,24,16.64,0.0,22.0,0.0
TKT-10808,72,64.72,0.0,117.0,0.0
TKT-10809,8,7.1,0.0,7.0,285.0
TKT-10810,4,1.61,0.0,16.0,106.0
TKT-10811,72,53.19,0.0,84.0,0.0
TKT-10812,72,,,,0.0
TKT-10813,24,2.87,0.0,15.0,0.0
TKT-10814,72,45.69,0.0,92.0,0.0
TKT-10815,72,17.98,0.0,37.0,0.0
TKT-10816,24,,,,0.0
TKT-10817,24,,,,0.0
TKT-10818,24,4.67,0.0,51.0,0.0
TKT-10819,24,,,,0.0
TKT-10820,8,53.18,1.0,11.0,129.0
TKT-10821,72,44.44,0.0,56.0,0.0
TKT-10822,8,7.8,0.0,72.0,27.0
TKT-10823,4,2.23,0.0,55.0,105.0
TKT-10824,8,3.75,0.0,58.0,107.0
TKT-10825,24,23.8,0.0,115.0,0.0
TKT-10826,72,33.73,0.0,80.0,0.0
TKT-10827,8,4.59,0.0,57.0,237.0
TKT-10828,72,55.23,0.0,66.0,0.0
TKT-10829,72,23.61,0.0,41.0,0.0
TKT-10830,4,49.56,1.0,8.0,262.0
TKT-10831,72,95.99,1.0,75.0,0.0
TKT-10832,72,110.76,1.0,51.0,0.0
TKT-10833,8,54.32,1.0,89.0,270.0
TKT-10834,8,6.52,0.0,53.0,61.0
TKT-10835,72,63.92,0.0,9.0,0.0
TKT-10836,72,4.86,0.0,116.0,0.0
TKT-10837,8,39.85,1.0,47.0,188.0
TKT-10838,4,2.44,0.0,34.0,83.0
TKT-10839,72,57.52,0.0,78.0,0.0
TKT-10840,72,62.53,0.0,117.0,0.0
TKT-10841,72,58.04,0.0,61.0,0.0
TKT-10842,72,118.83,1.0,100.0,0.0
TKT-10843,24,21.18,0.0,64.0,0.0
TKT-10844,24,23.83,0.0,24.0,0.0
TKT-10845,8,2.27,0.0,115.0,285.0
TKT-10846,8,28.29,1.0,22.0,249.0
TKT-10847,72,107.76,1.0,114.0,0.0
TKT-10848,24,7.21,0.0,19.0,0.0
TKT-10849,72,,,,0.0
TKT-10850,8,43.39,1.0,115.0,261.0
TKT-10851,72,106.52,1.0,61.0,0.0
TKT-10852,8,4.7,0.0,96.0,287.0
TKT-10853,8,6.44,0.0,77.0,236.0
TKT-10854,24,6.02,0.0,56.0,0.0
TKT-10855,72,12.45,0.0,62.0,0.0
TKT-10856,72,35.8,0.0,26.0,0.0
TKT-10857,24,33.92,1.0,41.0,0.0
TKT-10858,72,38.36,0.0,51.0,0.0
TKT-10859,72,3.03,0.0,68.0,0.0
TKT-10860,72,,,,0.0
TKT-10861,24,21.25,0.0,118.0,0.0
TKT-10862,4,3.24,0.0,86.0,241.0
TKT-10863,24,1.37,0.0,76.0,0.0
TKT-10864,24,41.66,1.0,115.0,0.0
TKT-10865,24,7.47,0.0,85.0,0.0
TKT-10866,24,8.63,0.0,19.0,0.0
TKT-10867,72,35.64,0.0,19.0,0.0
TKT-10868,72,12.84,0.0,54.0,0.0
TKT-10869,4,0.18,0.0,75.0,295.0
TKT-10870,72,44.68,0.0,26.0,0.0
TKT-10871,24,10.69,0.0,77.0,0.0
TKT-10872,24,22.0,0.0,113.0,0.0
TKT-10873,72,3.09,0.0,12.0,0.0
TKT-10874,4,1.8,0.0,28.0,284.0
TKT-10875,72,55.44,0.0,94.0,0.0
TKT-10876,24,1.22,0.0,40.0,0.0
TKT-10877,24,69.65,1.0,108.0,0.0
TKT-10878,24,0.21,0.0,33.0,0.0
TKT-10879,24,,,,0.0
TKT-10880,8,3.33,0.0,37.0,271.0
TKT-10881,72,98.24,1.0,24.0,0.0
TKT-10882,24,21.18,0.0,28.0,0.0
TKT-10883,24,,,,0.0
TKT-10884,24,25.67,1.0,23.0,0.0
TKT-10885,72,24.22,0.0,88.0,0.0
TKT-10886,72,29.53,0.0,66.0,0.0
TKT-10887,72,55.29,0.0,19.0,0.0
TKT-10888,24,17.9,0.0,84.0,0.0
TKT-10889,8,5.8,0.0,116.0,123.0
TKT-10890,24,9.76,0.0,107.0,0.0
TKT-10891,24,13.63,0.0,114.0,0.0
TKT-10892,72,68.72,0.0,105.0,0.0
TKT-10893,4,2.63,0.0,36.0,226.0
TKT-10894,8,6.24,0.0,15.0,13.0
TKT-10895,72,12.68,0.0,40.0,0.0
TKT-10896,4,2.62,0.0,22.0,139.0
TKT-10897,8,7.48,0.0,70.0,267.0
TKT-10898,72,68.22,0.0,15.0,0.0
TKT-10899,72,3.83,0.0,32.0,0.0
TKT-10900,4,50.98,1.0,77.0,223.0
TKT-10901,24,20.42,0.0,95.0,0.0
TKT-10902,24,21.42,0.0,8.0,0.0
TKT-10903,8,2.76,0.0,110.0,30.0
TKT-10904,4,42.2,1.0,32.0,24.0
TKT-10905,8,4.72,0.0,104.0,138.0
TKT-10906,8,6.62,0.0,39.0,130.0
TKT-10907,24,41.18,1.0,89.0,0.0
TKT-10908,8,2.59,0.0,46.0,245.0
TKT-10909,72,60.88,0.0,117.0,0.0
TKT-10910,4,0.15,0.0,96.0,202.0
TKT-10911,72,35.03,0.0,88.0,0.0
TKT-10912,72,,,,0.0
TKT-10913,4,2.38,0.0,66.0,109.0
TKT-10914,72,64.85,0.0,60.0,0.0
TKT-10915,72,17.99,0.0,70.0,0.0
TKT-10916,72,13.97,0.0,94.0,0.0
TKT-10917,24,11.64,0.0,41.0,0.0
TKT-10918,72,27.1,0.0,86.0,0.0
TKT-10919,8,4.43,0.0,73.0,230.0
TKT-10920,4,44.09,1.0,48.0,17.0
TKT-10921,72,10.15,0.0,17.0,0.0
TKT-10922,72,28.53,0.0,23.0,0.0
TKT-10923,72,3.13,0.0,92.0,0.0
TKT-10924,72,50.15,0.0,68.0,0.0
TKT-10925,72,38.6,0.0,110.0,0.0
TKT-10926,8,2.13,0.0,19.0,93.0
TKT-10927,72,48.51,0.0,107.0,0.0
TKT-10928,8,1.51,0.0,43.0,155.0
TKT-10929,24,20.39,0.0,76.0,0.0
TKT-10930,72,,,,0.0
TKT-10931,72,67.02,0.0,25.0,0.0
TKT-10932,72,28.64,0.0,48.0,0.0
TKT-10933,24,,,,0.0
TKT-10934,8,6.62,0.0,55.0,286.0
TKT-10935,24,8.35,0.0,25.0,0.0
TKT-10936,24,36.9,1.0,21.0,0.0
TKT-10937,72,59.84,0.0,23.0,0.0
TKT-10938,72,39.62,0.0,113.0,0.0
TKT-10939,8,5.95,0.0,84.0,297.0
TKT-10940,72,39.01,0.0,16.0,0.0
TKT-10941,24,15.85,0.0,6.0,0.0
TKT-10942,24,8.47,0.0,34.0,0.0
TKT-10943,24,47.91,1.0,109.0,0.0
TKT-10944,24,11.27,0.0,42.0,0.0
TKT-10945,24,11.12,0.0,85.0,0.0
TKT-10946,24,53.25,1.0,54.0,0.0
TKT-10947,8,1.84,0.0,105.0,179.0
TKT-10948,72,50.28,0.0,7.0,0.0
TKT-10949,24,22.68,0.0,46.0,0.0
TKT-10950,72,39.3,0.0,69.0,0.0
TKT-10951,72,110.04,1.0,18.0,0.0
TKT-10952,4,0.91,0.0,25.0,170.0
TKT-10953,24,9.94,0.0,77.0,0.0
TKT-10954,8,6.86,0.0,91.0,47.0
TKT-10955,24,1.05,0.0,37.0,0.0
TKT-10956,24,20.83,0.0,84.0,0.0
TKT-10957,72,19.36,0.0,36.0,0.0
TKT-10958,24,,,,0.0
TKT-10959,8,2.92,0.0,67.0,103.0
TKT-10960,8,5.69,0.0,112.0,143.0
TKT-10961,8,3.38,0.0,36.0,295.0
TKT-10962,8,2.19,0.0,95.0,278.0
TKT-10963,8,,,,189.0
TKT-10964,8,0.81,0.0,90.0,294.0
TKT-10965,72,,,,0.0
TKT-10966,24,6.57,0.0,106.0,0.0
TKT-10967,24,28.64,1.0,101.0,0.0
TKT-10968,72,49.39,0.0,70.0,0.0
TKT-10969,24,5.54,0.0,47.0,0.0
TKT-10970,24,35.74,1.0,86.0,0.0
TKT-10971,4,3.58,0.0,31.0,100.0
TKT-10972,4,0.39,0.0,94.0,88.0
TKT-10973,72,,,,0.0
TKT-10974,8,5.64,0.0,87.0,57.0
TKT-10975,24,12.56,0.0,52.0,0.0
TKT-10976,72,1.81,0.0,61.0,0.0
TKT-10977,24,0.49,0.0,31.0,0.0
TKT-10978,24,22.06,0.0,39.0,0.0
TKT-10979,72,88.58,1.0,41.0,0.0
TKT-10980,72,91.96,1.0,97.0,0.0
TKT-10981,72,39.45,0.0,91.0,0.0
TKT-10982,24,4.77,0.0,76.0,0.0
TKT-10983,72,,,,0.0
TKT-10984,72,,,,0.0
TKT-10985,8,4.37,0.0,109.0,225.0
TKT-10986,8,7.43,0.0,40.0,292.0
TKT-10987,8,5.54,0.0,63.0,130.0
TKT-10988,8,0.34,0.0,113.0,44.0
TKT-10989,72,42.71,0.0,103.0,0.0
TKT-10990,8,0.35,0.0,39.0,255.0
TKT-10991,72,64.51,0.0,100.0,0.0
TKT-10992,8,6.15,0.0,64.0,154.0
TKT-10993,72,,,,0.0
TKT-10994,72,9.15,0.0,88.0,0.0
TKT-10995,24,8.77,0.0,50.0,0.0
TKT-10996,72,88.36,1.0,116.0,0.0
TKT-10997,72,71.06,0.0,22.0,0.0
TKT-10998,8,,,,242.0
TKT-10999,8,7.51,0.0,97.0,142.0
TKT-11000,24,14.59,0.0,32.0,0.0
TKT-11001,8,19.77,1.0,31.0,248.0
TKT-11002,72,47.73,0.0,62.0,0.0
TKT-11003,72,93.19,1.0,43.0,0.0
TKT-11004,72,14.75,0.0,24.0,0.0
TKT-11005,72,109.21,1.0,92.0,0.0
TKT-11006,8,2.88,0.0,16.0,61.0
TKT-11007,24,65.11,1.0,96.0,0.0
TKT-11008,24,11.0,0.0,42.0,0.0
TKT-11009,72,0.63,0.0,41.0,0.0
TKT-11010,72,2.43,0.0,101.0,0.0
TKT-11011,72,20.25,0.0,103.0,0.0
TKT-11012,72,43.39,0.0,103.0,0.0
TKT-11013,72,60.52,0.0,68.0,0.0
TKT-11014,24,1.07,0.0,111.0,0.0
TKT-11015,72,111.05,1.0,52.0,0.0
TKT-11016,72,50.95,0.0,24.0,0.0
TKT-11017,72,82.92,1.0,82.0,0.0
TKT-11018,72,,,,0.0
TKT-11019,8,2.04,0.0,87.0,77.0
TKT-11020,72,24.61,0.0,56.0,0.0
TKT-11021,72,62.56,0.0,104.0,0.0
TKT-11022,24,2.73,0.0,38.0,0.0
TKT-11023,24,16.48,0.0,37.0,0.0
TKT-11024,72,,,,0.0
TKT-11025,24,51.66,1.0,107.0,0.0
TKT-11026,8,,,,53.0
TKT-11027,72,45.25,0.0,82.0,0.0
TKT-11028,8,4.25,0.0,62.0,135.0
TKT-11029,24,5.21,0.0,48.0,0.0
TKT-11030,24,,,,0.0
TKT-11031,4,2.74,0.0,6.0,254.0
TKT-11032,72,70.51,0.0,71.0,0.0
TKT-11033,72,47.61,0.0,31.0,0.0
TKT-11034,8,1.34,0.0,48.0,60.0
TKT-11035,24,3.85,0.0,120.0,0.0
TKT-11036,72,55.57,0.0,58.0,0.0
TKT-11037,8,4.63,0.0,90.0,49.0
TKT-11038,72,38.7,0.0,35.0,0.0
TKT-11039,8,0.66,0.0,88.0,169.0
TKT-11040,24,17.76,0.0,78.0,0.0
TKT-11041,8,7.81,0.0,41.0,205.0
TKT-11042,24,6.98,0.0,76.0,0.0
TKT-11043,72,24.62,0.0,47.0,0.0
TKT-11044,24,8.82,0.0,99.0,0.0
TKT-11045,72,56.0,0.0,115.0,0.0
TKT-11046,72,18.67,0.0,104.0,0.0
TKT-11047,72,48.42,0.0,21.0,0.0
TKT-11048,24,66.33,1.0,92.0,0.0
TKT-11049,72,21.04,0.0,118.0,0.0
TKT-11050,8,1.56,0.0,27.0,261.0
TKT-11051,72,9.74,0.0,75.0,0.0
TKT-11052,72,63.53,0.0,19.0,0.0
TKT-11053,24,2.28,0.0,83.0,0.0
TKT-11054,24,7.89,0.0,50.0,0.0
TKT-11055,8,0.33,0.0,17.0,236.0
TKT-11056,8,4.86,0.0,45.0,267.0
TKT-11057,8,3.82,0.0,101.0,180.0
TKT-11058,72,50.03,0.0,104.0,0.0
TKT-11059,72,30.88,0.0,116.0,0.0
TKT-11060,8,1.68,0.0,50.0,267.0
TKT-11061,8,,,,247.0
TKT-11062,24,23.02,0.0,18.0,0.0
TKT-11063,72,46.42,0.0,76.0,0.0
TKT-11064,8,7.39,0.0,87.0,141.0
TKT-11065,8,2.41,0.0,67.0,116.0
TKT-11066,4,3.07,0.0,99.0,95.0
TKT-11067,72,15.6,0.0,70.0,0.0
TKT-11068,72,70.53,0.0,100.0,0.0
TKT-11069,72,10.63,0.0,81.0,0.0
TKT-11070,8,5.45,0.0,22.0,65.0
TKT-11071,24,19.91,0.0,24.0,0.0
TKT-11072,4,0.39,0.0,82.0,246.0
TKT-11073,24,4.32,0.0,77.0,0.0
TKT-11074,8,3.54,0.0,74.0,123.0
TKT-11075,8,7.76,0.0,70.0,280.0
TKT-11076,72,65.86,0.0,51.0,0.0
TKT-11077,8,14.29,1.0,91.0,79.0
TKT-11078,24,17.38,0.0,24.0,0.0
TKT-11079,4,0.88,0.0,34.0,39.0
TKT-11080,4,2.34,0.0,100.0,40.0
TKT-11081,8,1.91,0.0,100.0,80.0
TKT-11082,72,42.36,0.0,88.0,0.0
TKT-11083,72,58.09,0.0,104.0,0.0
TKT-11084,8,27.49,1.0,105.0,116.0
TKT-11085,24,23.16,0.0,92.0,0.0
TKT-11086,24,1.0,0.0,43.0,0.0
TKT-11087,4,2.4,0.0,102.0,187.0
TKT-11088,24,4.36,0.0,108.0,0.0
TKT-11089,72,,,,0.0
TKT-11090,24,17.2,0.0,23.0,0.0
TKT-11091,24,18.96,0.0,47.0,0.0
TKT-11092,4,10.87,1.0,37.0,167.0
TKT-11093,72,9.66,0.0,66.0,0.0
TKT-11094,72,5.82,0.0,83.0,0.0
TKT-11095,4,0.94,0.0,66.0,237.0
TKT-11096,4,20.06,1.0,61.0,207.0
TKT-11097,24,6.51,0.0,9.0,0.0
TKT-11098,72,63.72,0.0,99.0,0.0
TKT-11099,72,55.37,0.0,15.0,0.0
TKT-11100,24,3.19,0.0,102.0,0.0
TKT-11101,4,2.32,0.0,53.0,229.0
TKT-11102,8,2.58,0.0,87.0,188.0
TKT-11103,8,,,,280.0
TKT-11104,72,,,,0.0
TKT-11105,24,20.36,0.0,65.0,0.0
TKT-11106,8,6.25,0.0,88.0,95.0
TKT-11107,4,3.17,0.0,17.0,49.0
TKT-11108,72,14.74,0.0,69.0,0.0
TKT-11109,24,6.3,0.0,117.0,0.0
TKT-11110,24,9.44,0.0,68.0,0.0
TKT-11111,24,22.14,0.0,42.0,0.0
TKT-11112,8,1.94,0.0,68.0,79.0
TKT-11113,8,3.92,0.0,79.0,224.0
TKT-11114,24,14.47,0.0,103.0,0.0
TKT-11115,72,50.93,0.0,99.0,0.0
TKT-11116,72,56.86,0.0,104.0,0.0
TKT-11117,24,16.6,0.0,88.0,0.0
TKT-11118,72,21.79,0.0,111.0,0.0
TKT-11119,24,32.01,1.0,71.0,0.0
TKT-11120,8,0.74,0.0,84.0,155.0
TKT-11121,4,33.47,1.0,91.0,36.0
TKT-11122,24,4.81,0.0,77.0,0.0
TKT-11123,72,20.35,0.0,17.0,0.0
TKT-11124,4,1.53,0.0,7.0,249.0
TKT-11125,24,57.64,1.0,62.0,0.0
TKT-11126,4,0.6,0.0,102.0,85.0
TKT-11127,72,51.91,0.0,15.0,0.0
TKT-11128,24,20.66,0.0,100.0,0.0
TKT-11129,72,55.27,0.0,57.0,0.0
TKT-11130,4,3.3,0.0,21.0,245.0
TKT-11131,8,2.25,0.0,113.0,152.0
TKT-11132,24,4.75,0.0,10.0,0.0
TKT-11133,4,0.86,0.0,51.0,43.0
TKT-11134,24,8.04,0.0,120.0,0.0
TKT-11135,8,,,,112.0
TKT-11136,24,1.3,0.0,73.0,0.0
TKT-11137,72,48.04,0.0,86.0,0.0
TKT-11138,24,15.52,0.0,28.0,0.0
TKT-11139,8,2.34,0.0,11.0,149.0
TKT-11140,24,1.69,0.0,100.0,0.0
TKT-11141,72,75.58,1.0,23.0,0.0
TKT-11142,8,,,,34.0
TKT-11143,72,11.64,0.0,19.0,0.0
TKT-11144,4,,,,245.0
TKT-11145,24,12.26,0.0,62.0,0.0
TKT-11146,24,14.11,0.0,31.0,0.0
TKT-11147,72,64.27,0.0,84.0,0.0
TKT-11148,8,7.0,0.0,112.0,214.0
TKT-11149,24,25.55,1.0,69.0,0.0
TKT-11150,72,41.3,0.0,96.0,0.0
